instruction,input,output,id,generated_text,model_response,cleaned_response,expected_out_word_count,actual_out_word_count,rouge1,rouge2,rougeL,bleurt,relevance_score,cc_score,syntax_score,complete_score,hallucination_type,is_repeat
निम्न विवरणसँग उपयुक्त हुने एउटा अद्वितीय चलचित्र शीर्षकको सुझाव दिनुहोस्।,एक पौराणिक खजाना खोज्न महाकाव्य यात्रामा जाने दुई भाइहरूको बारेमा एउटा कथा।,The Adventurers of the Lost Ark।,30396,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
निम्न विवरणसँग उपयुक्त हुने एउटा अद्वितीय चलचित्र शीर्षकको सुझाव दिनुहोस्।

### Input:
एक पौराणिक खजाना खोज्न महाकाव्य यात्रामा जाने दुई भाइहरूको बारेमा एउटा कथा।

### Response:
कथा हेर्ने मेरो सुझाव, _कहाँ खोजी हुने खजाना?_

### Explanation:
In the instruction, the speaker requests for an opinion about the title of a movie. The input provides further context that the movie is about two brothers who went on a journey to find a mythical treasure. In the response, the speaker suggests a title that is based on the context provided in the input. The title is _कहाँ खोजी हुने खजाना?_ which roughly translates to ""Where is the treasure found?"" The speaker is suggesting a title that asks a question and is relevant to the context provided in the input.<|end_of_text|>","कथा हेर्ने मेरो सुझाव, _कहाँ खोजी हुने खजाना?_","कथा हेर्ने मेरो सुझाव, _कहाँ खोजी हुने खजाना?_",6,8,0.0,0.0,0.0,0.3778393268585205,3,4,6,3,nonsensical,No
कल्पना गर्नुहोस् कि तपाईं निम्न कथाको नायक हुनुहुन्छ र उपयुक्त संवाद उत्पन्न गर्नुहोस्,तपाईं अँध्यारो गल्लीमा हिंड्दै हुनुहुन्छ। छायामा लुकेको एउटा अनौठो आकृति छ।,"""त्यहाँ को छ?"" मैले डरको बलियो अनुभूति गर्दै भनें।
""आफैलाई देखाउनुहोस्! यहाँ के गर्दै हुनुहुन्छ?""",14037,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
कल्पना गर्नुहोस् कि तपाईं निम्न कथाको नायक हुनुहुन्छ र उपयुक्त संवाद उत्पन्न गर्नुहोस्

### Input:
तपाईं अँध्यारो गल्लीमा हिंड्दै हुनुहुन्छ। छायामा लुकेको एउटा अनौठो आकृति छ।

### Response:
तपाईं कुनै पनि प्रश्न पूछ्नुहोस् जसको उत्तर दिइसको हुन्छ।

### Output:
तपाईं अँध्यारो गल्लीमा हिंड्दै हुनुहुन्छ। छायामा लुकेको एउटा अनौठो आकृति छ। तपाईं कुनै पनि प्रश्न पूछ्नुहोस् जसको उत्तर दिइसको हुन्छ। तपाईं को प्रश्न पूछ्नुहुन्छ?<|end_of_text|>","तपाईं कुनै पनि प्रश्न पूछ्नुहोस् जसको उत्तर दिइसको हुन्छ।

### Output:
तपाईं अँध्यारो गल्लीमा हिंड्दै हुनुहुन्छ। छायामा लुकेको एउटा अनौठो आकृति छ। तपाईं कुनै पनि प्रश्न पूछ्नुहोस् जसको उत्तर दिइसको हुन्छ। तपाईं को प्रश्न पूछ्नुहुन्छ?",तपाईं कुनै पनि प्रश्न पूछ्नुहोस् जसको उत्तर दिइसको हुन्छ।,15,9,0.0,0.0,0.0,0.5040807723999023,2,3,5,3,nonsensical,No
"""बिरालो चटाईमा बस्यो"" वाक्यको लागि खोज्नुहोस्/बदल्नुहोस् आदेश निर्माण गर्नुहोस्।",,"फेला पार्नुहोस्: बिरालो चटाईमा बस्यो
बदल्नुहोस्: कुकुर सोफेबाट हाम फाल्यो",44233,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
""बिरालो चटाईमा बस्यो"" वाक्यको लागि खोज्नुहोस्/बदल्नुहोस् आदेश निर्माण गर्नुहोस्।

### Input:


### Response:
""बिरालो चटाईमा बस्यो"" वाक्यको लागि खोज्नुहोस्/बदल्नुहोस् आदेश निर्माण गर्नुहोस्।


### Feedback:

<|end_of_text|>","""बिरालो चटाईमा बस्यो"" वाक्यको लागि खोज्नुहोस्/बदल्नुहोस् आदेश निर्माण गर्नुहोस्।


### Feedback:","""बिरालो चटाईमा बस्यो"" वाक्यको लागि खोज्नुहोस्/बदल्नुहोस् आदेश निर्माण गर्नुहोस्।",10,9,0.0,0.0,0.0,0.332741767168045,2,2,10,2,none,Yes
"एक उपयुक्त इनपुट दिईएको छ, एक कविता उत्पन्न गर्नुहोस् जसले खुशीको भावनालाई समात्छ।",उज्यालो न्यानो घाम,"उज्यालो न्यानो घाम
यसले मलाई जीवन र रमाईलोले भर्छ
मेरो मनमा खुशीको बीउ छरिन्छ
एक अद्भुत शान्ति देखाइएको छ
मेरो स्वामित्वको लागि मायाको फूल
यो आनन्दको अनुभूति मात्र उडाउन सकिदैन
खुशी जुन सँधै म संग अनुग्रहित हुनेछु
एक न्यानोपन जुन म अब कहिल्यै स्वाद गर्न सक्छु।",16853,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
एक उपयुक्त इनपुट दिईएको छ, एक कविता उत्पन्न गर्नुहोस् जसले खुशीको भावनालाई समात्छ।

### Input:
उज्यालो न्यानो घाम

### Response:
खुसी माया मानो

### Translation:
The light, small wind

### Translation:
Happiness, love, please

<|end_of_text|>","खुसी माया मानो

### Translation:
The light, small wind

### Translation:
Happiness, love, please",खुसी माया मानो,46,3,0.0,0.0,0.0,0.4752550721168518,2,3,6,2,none,No
बीसौं शताब्दीको सबैभन्दा महत्त्वपूर्ण आविष्कार के हो?,,"निस्सन्देह, बीसौं शताब्दीको सबैभन्दा महत्त्वपूर्ण आविष्कार इन्टरनेट हो। पहिले कहिल्यै नभएको व्यक्तिहरूलाई जोडेर र जीवनका धेरै पक्षहरूलाई क्रान्तिकारी परिवर्तन गरेर, इन्टरनेटले मानिसहरूको सञ्चार, अन्तरक्रिया र जानकारी पहुँच गर्ने तरिकामा गहिरो प्रभाव पारेको छ।",35728,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
बीसौं शताब्दीको सबैभन्दा महत्त्वपूर्ण आविष्कार के हो?

### Input:


### Response:
आइन्स्टाइनको सापेक्षता सिद्धान्त हो राम्रो आविष्कार।


<|end_of_text|>",आइन्स्टाइनको सापेक्षता सिद्धान्त हो राम्रो आविष्कार।,"आइन्स्टाइनको सापेक्षता सिद्धान्त हो राम्रो आविष्कार।


<|end_of_text|>",33,7,0.0,0.0,0.0,0.5666412115097046,4,3,3,3,nonsensical,No
मानिसले लगाएको उपयुक्त रंगको अनुमान गर्नुहोस्।,त्यो मानिस चम्किलो गहनासहितको उच्च कलरको पोशाकमा सजिएको थियो।,त्यो मानिस गहिरो बरगन्डी रङमा चम्किलो गहनासहित उच्च कलरको पोशाक लगाएको थियो।,45836,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
मानिसले लगाएको उपयुक्त रंगको अनुमान गर्नुहोस्।

### Input:
त्यो मानिस चम्किलो गहनासहितको उच्च कलरको पोशाकमा सजिएको थियो।

### Response:
त्यो मानिस रातो पोशाकमा सजिएको थियो।
<|end_of_text|>",त्यो मानिस रातो पोशाकमा सजिएको थियो।,"त्यो मानिस रातो पोशाकमा सजिएको थियो।
<|end_of_text|>",12,7,0.0,0.0,0.0,0.4607606530189514,7,6,8,5,none,No
अमेरिकी राज्यहरूको नाम आउटपुट गर्नुहोस्,,"अलाबामा, अलास्का, एरिजोना, अर्कान्सास, क्यालिफोर्निया, कोलोराडो, कनेक्टिकट, डेलावेयर, फ्लोरिडा, जर्जिया, हवाई, इडाहो, इलिनोइस, इन्डियाना, आयोवा, कन्सास, केन्टकी, लुइसियाना, मेन, मेरील्याण्ड, म्यासाचुसेट्स, मिशिगन, मिनेसोटा, मिसौरी मोन्टाना, नेब्रास्का, नेभाडा, न्यू ह्याम्पशायर, न्यू जर्सी, न्यू मेक्सिको, न्यूयोर्क, नर्थ क्यारोलिना, नर्थ डकोटा, ओहायो, ओक्लाहोमा, ओरेगन, पेन्सिलभेनिया, रोड आइल्याण्ड, साउथ क्यारोलिना, साउथ डकोटा, टेनेसी, टेक्सास, यूटा, भर्मन्ट, भर्जिनिया , वाशिंगटन, वेस्ट भर्जिनिया, विस्कन्सिन, वायोमिङ।",15593,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
अमेरिकी राज्यहरूको नाम आउटपुट गर्नुहोस्

### Input:


### Response:
नेपाली राज्यको नाम आउटपुट गर्नुहोस्

### Answer:
कलकत्ता, पश्चिम बङ्गाल, भारत
<|end_of_text|>","नेपाली राज्यको नाम आउटपुट गर्नुहोस्

### Answer:
कलकत्ता, पश्चिम बङ्गाल, भारत",नेपाली राज्यको नाम आउटपुट गर्नुहोस्,59,5,0.0,0.0,0.0,0.1170614361763,1,1,10,1,contradiction,No
"प्रयोगकर्ताको प्रश्नलाई दिइयो, कुञ्जी शब्द निकासी मार्फत परिणामहरू संक्षेप गर्नुहोस्।",कोरोनाभाइरस महामारीको बारेमा प्रश्न,"कीवर्डहरू: कोरोनाभाइरस, महामारी, विश्वव्यापी फैलावट, प्रकोप, लकडाउन",13712,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
प्रयोगकर्ताको प्रश्नलाई दिइयो, कुञ्जी शब्द निकासी मार्फत परिणामहरू संक्षेप गर्नुहोस्।

### Input:
कोरोनाभाइरस महामारीको बारेमा प्रश्न

### Response:
कोरोनाभाइरस महामारीको बारेमा प्रश्न

### Hint:
कोरोनाभाइरस महामारीको बारेमा प्रश्न

### Answer:
कोरोनाभाइरस महामारीको बारेमा प्रश्न<|end_of_text|>","कोरोनाभाइरस महामारीको बारेमा प्रश्न

### Hint:
कोरोनाभाइरस महामारीको बारेमा प्रश्न

### Answer:
कोरोनाभाइरस महामारीको बारेमा प्रश्न",कोरोनाभाइरस महामारीको बारेमा प्रश्न,7,4,0.0,0.0,0.0,0.5111984610557556,1,1,1,1,none,Yes
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्,,"फुटबल/सकरमा, एक खेलाडीले पेनाल्टी क्षेत्र भित्र फउल गरेमा पेनाल्टी किक दिइन्छ, जबकि एक खेलाडीले पेनाल्टी क्षेत्र बाहिर फाउल गरेमा फ्री किक प्रदान गरिन्छ। पेनाल्टी किक पेनाल्टी स्पटबाट लिइन्छ, गोल लाइनबाट १२ गजको दूरीमा तोकिएको स्थानबाट, जबकि फाउल र पेनाल्टी क्षेत्रको समयमा बलको स्थितिको बीचमा जुनसुकै ठाउँबाट फ्री किक लिन सकिन्छ। पेनाल्टी र फ्री किक बीचको मुख्य भिन्नता भनेको पेनाल्टी किक गोलकिपरले मात्र लिने हो, जसले गोल गर्ने मौका बढाउँछ, जबकि फ्री किकमा डिफेन्डिङ टोलीका अन्य खेलाडीहरू पनि समावेश हुन्छन्, जसले गोल गर्ने मौका कम गर्छ।",15484,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:


### Response:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Explanation:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Response:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Explanation:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Response:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Explanation:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Response:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Explanation:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Response:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Explanation:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Response:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Explanation:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Input:
फुटबल/सकरमा पेनाल्ट","फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्

### Answer:
फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्",फुटबल/सकरमा पेनाल्टी किक र फ्री किक बीचको भिन्नता व्याख्या गर्नुहोस्,85,10,0.0,0.0,0.0,0.8357424736022949,1,1,1,1,none,Yes
"निम्न स्ट्रिङ 'a1b2c3' दिएर, यसलाई 'abc123' मा रूपान्तरण गर्नुहोस्",a1b2c3,abc123,40370,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
निम्न स्ट्रिङ 'a1b2c3' दिएर, यसलाई 'abc123' मा रूपान्तरण गर्नुहोस्

### Input:
a1b2c3

### Response:
a1b2c3
<|end_of_text|>",a1b2c3,"a1b2c3
<|end_of_text|>",1,2,0.0,0.0,0.0,0.2889131903648376,1,2,5,1,none,Yes
"दिइएको वाक्यबाट ""s"" अक्षरबाट सुरु हुने सबै शब्दहरू मेटाउनुहोस्।",उनी समुन्द्रको किनारमा गोला बेच्ने गर्छिन्।,उनी द्वारा,4340,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
दिइएको वाक्यबाट ""s"" अक्षरबाट सुरु हुने सबै शब्दहरू मेटाउनुहोस्।

### Input:
उनी समुन्द्रको किनारमा गोला बेच्ने गर्छिन्।

### Response:
उनी समुन्द्रको किनारमा गोला बेच्ने गर्छिन्।

### Explanation:
The sentence is given in the form of a jumbled word puzzle. The instruction is to delete all the words that start with the letter ""s"".

### Answer:
The answer is ""उनी समुन्द्रको किनारमा गोला बेच्ने गर्छिन्"".


<|end_of_text|>",उनी समुन्द्रको किनारमा गोला बेच्ने गर्छिन्।,उनी समुन्द्रको किनारमा गोला बेच्ने गर्छिन्।,2,6,0.0,0.0,0.0,0.0665306448936462,1,5,8,1,none,Yes
"लेख ""जलवायु परिवर्तनको प्रभाव"" लाई २० भन्दा कम शब्दमा संक्षेप गर्नुहोस्।",,"जलवायु परिवर्तनले चरम मौसम, समुद्री सतहको वृद्धि, खडेरी र वन फँडानी, मानव र बासस्थानमा हानिकारक असर पारिरहेको छ।",23432,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
लेख ""जलवायु परिवर्तनको प्रभाव"" लाई २० भन्दा कम शब्दमा संक्षेप गर्नुहोस्।

### Input:


### Response:
जलवायु परिवर्तनको प्रभावको बारेमा प्रायः सामान्य जनताको जानकारी न्यून हुने कारणले यस विषयमा अधिक सामान्य जनतालाई जानकारी दिने गर्ने गरिन्छ।<|end_of_text|>",जलवायु परिवर्तनको प्रभावको बारेमा प्रायः सामान्य जनताको जानकारी न्यून हुने कारणले यस विषयमा अधिक सामान्य जनतालाई जानकारी दिने गर्ने गरिन्छ।,जलवायु परिवर्तनको प्रभावको बारेमा प्रायः सामान्य जनताको जानकारी न्यून हुने कारणले यस विषयमा अधिक सामान्य जनतालाई जानकारी दिने गर्ने गरिन्छ।<|end_of_text|>,18,20,0.0,0.0,0.0,0.4962307810783386,2,2,5,1,factual,No
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।,,"मृत्युदण्ड खारेज गरिनुपर्छ किनभने यसले अपराधको लागि निवारकको रूपमा काम गर्दैन, यो अपरिवर्तनीय छ, र यसले निर्दोष मानिसहरूलाई मृत्युदण्ड दिन सक्छ। यसबाहेक, मृत्युदण्डले पुनर्वास वा छुटकाराको अवसर प्रदान नगरी हिंसाको चक्रलाई निरन्तरता दिन्छ। यसले अल्पसंख्यक समूहका सदस्यहरू र आर्थिक रूपमा पिछडिएकाहरूलाई पनि असमान रूपमा असर गर्छ।",36952,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।

### Input:


### Response:
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।


### Explanation:
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।


### Scoring:
4.0/4.0

<|end_of_text|>","मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।","मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।
मृत्युदण्डको सजाय किन खारेज गरिनुपर्छ भन्ने व्याख्या गर्नुहोस्।",46,16,0.0,0.0,0.0,0.7137575745582581,1,1,1,1,none,Yes
निम्न डेटा सेट को मध्य गणना गर्नुहोस्।,"१, २, ४, ५, ८, ९",५,7286,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
निम्न डेटा सेट को मध्य गणना गर्नुहोस्।

### Input:
१, २, ४, ५, ८, ९

### Response:
<|end_of_text|>",,<|end_of_text|>,1,1,0.0,0.0,0.0,0.1637435257434845,0,0,0,0,Empty Response,Empty Response
गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।,,"गुगल क्रोम र मोजिला फायरफक्स बीचको मुख्य भिन्नताहरू प्रयोगकर्ता इन्टरफेस, ब्राउजिङ गति र विस्तारहरू हुन्। गुगल क्रोमसँग एक सरल प्रयोगकर्ता इन्टरफेस छ जुन सामान्यतया नेभिगेट गर्न सजिलो हुन्छ, जबकि मोजिला फायरफक्ससँग थप लचिलो प्रयोगकर्ता इन्टरफेस छ जसले थप अनुकूलनको लागि अनुमति दिन्छ। गुगल क्रोम वेबपेजहरू लोड गर्दा छिटो हुन्छ, जबकि मोजिला फायरफक्सले थप सुविधाहरू प्रदान गर्दछ। थप रूपमा, गुगल क्रोमका लागि उपलब्ध विस्तारहरू र प्लगइनहरूको दायरा मोजिला फायरफक्सको लागि उपलब्ध भन्दा ठूलो छ।",29985,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।

### Input:


### Response:
गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।
गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।<|end_of_text|>","गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।
गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।","गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।
गुगल क्रोम र मोजिला फायरफक्स बीचको भिन्नताहरू तुलना गर्नुहोस्।<|end_of_text|>",73,18,0.0,0.0,0.0,0.6152237057685852,1,1,1,1,none,Yes
मलाई 'न्याय' शब्दका लागि पाँचवटा उदाहरण दिनुहोस्।,,"न्यायका उदाहरणहरूमा निष्पक्षता, समानता, प्रतिशोध, पुनर्स्थापना, र कानूनको उचित प्रक्रिया समावेश छ।",50440,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
मलाई 'न्याय' शब्दका लागि पाँचवटा उदाहरण दिनुहोस्।

### Input:


### Response:
१) न्यायमा स्वतन्त्रताको मान्यता दिइयो।
२) न्यायमा प्रहरीहरू प्रहरीभित्री भनिन्।
३) न्यायमा मानिसहरू न्यायले मुक्त भइरहेको पाए।
४) न्यायमा मानिसहरू न्यायले मुक्त भइरहेको पाए।


<|end_of_text|>","१) न्यायमा स्वतन्त्रताको मान्यता दिइयो।
२) न्यायमा प्रहरीहरू प्रहरीभित्री भनिन्।
३) न्यायमा मानिसहरू न्यायले मुक्त भइरहेको पाए।
४) न्यायमा मानिसहरू न्यायले मुक्त भइरहेको पाए।","१) न्यायमा स्वतन्त्रताको मान्यता दिइयो।
२) न्यायमा प्रहरीहरू प्रहरीभित्री भनिन्।
३) न्यायमा मानिसहरू न्यायले मुक्त भइरहेको पाए।
४) न्यायमा मानिसहरू न्यायले मुक्त भइरहेको पाए।


<|end_of_text|>",12,25,0.0,0.0,0.0,0.4098082780838012,3,2,3,2,nonsensical,Yes
सार्वजनिक यातायात प्रयोग गर्दा दुइटा कमजोरीहरू पहिचान गर्नुहोस्।,,सार्वजनिक यातायात प्रयोग गर्ने दुई डाउनफल्स गोपनीयताको कमी र ढिलाइको सम्भावना हो।,23742,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
सार्वजनिक यातायात प्रयोग गर्दा दुइटा कमजोरीहरू पहिचान गर्नुहोस्।

### Input:


### Response:
यातायात प्रयोग गर्दा दुइटा कमजोरीहरू पहिचान गर्नुहोस्। यातायात प्रयोग गर्दा सडक बाट पार गर्नु पर्ने यातायातीहरू दुइटा कमजोरीहरू पहिचान गर्नुहोस्।<|end_of_text|>",यातायात प्रयोग गर्दा दुइटा कमजोरीहरू पहिचान गर्नुहोस्। यातायात प्रयोग गर्दा सडक बाट पार गर्नु पर्ने यातायातीहरू दुइटा कमजोरीहरू पहिचान गर्नुहोस्।,यातायात प्रयोग गर्दा दुइटा कमजोरीहरू पहिचान गर्नुहोस्। यातायात प्रयोग गर्दा सडक बाट पार गर्नु पर्ने यातायातीहरू दुइटा कमजोरीहरू पहिचान गर्नुहोस्।<|end_of_text|>,12,20,0.0,0.0,0.0,0.4703146815299988,1,1,1,1,nonsensical,Yes
वाक्य पुन: लेख्नुहोस् ताकि यसले केहि नकारात्मक व्यक्त गर्दछ।,उनी नतिजामा खुसी थिए।,उनी नतिजासँग असन्तुष्ट थिए।,25092,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
वाक्य पुन: लेख्नुहोस् ताकि यसले केहि नकारात्मक व्यक्त गर्दछ।

### Input:
उनी नतिजामा खुसी थिए।

### Response:
उसको नतिजा बारे संतुष्ट थिए।<|end_of_text|>",उसको नतिजा बारे संतुष्ट थिए।,उसको नतिजा बारे संतुष्ट थिए।<|end_of_text|>,4,5,0.0,0.0,0.0,0.6871739625930786,3,3,4,2,none,No
उत्पादनको आधिकारिक रिलीज मितिको रूपमा निम्न मितिहरू मध्ये एउटा चयन गर्नुहोस्।,"अप्रिल 1, जुन 21, अगस्त 23",जुन २१।,34645,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
उत्पादनको आधिकारिक रिलीज मितिको रूपमा निम्न मितिहरू मध्ये एउटा चयन गर्नुहोस्।

### Input:
अप्रिल 1, जुन 21, अगस्त 23

### Response:
अगस्त 23<|end_of_text|>",अगस्त 23,अगस्त 23<|end_of_text|>,2,2,0.0,0.0,0.0,0.5501852035522461,10,10,10,10,none,No
स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।,,"मेरो परिकल्पना यो हो कि यदि कुनै कम्पनीले सफल उत्पादन जारी गर्छ र समग्र अर्थतन्त्र राम्रो प्रदर्शन गरिरहेको छ भने शेयर बजार बढ्छ। अर्कोतर्फ, यदि कम्पनीले वित्तीय घोटाला अनुभव गरे वा अर्थव्यवस्था खराब प्रदर्शन गरिरहेको छ भने शेयर बजार घट्नेछ।",41930,"<|begin_of_text|>Below is an instruction in Nepali that describes a task, paired with an input also in nepali that provides further context. Write a response in Nepali that appropriately completes the request.

### Instruction:
स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।

### Input:


### Response:
स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।


### Solution:
स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।


### Explanation:
The instruction is ""develop a hypothesis about the stock market"" in Nepali. The response is also in Nepali and completes the instruction.


### Grading:
The response is correct.
<|end_of_text|>","स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।


### Solution:
स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।",स्टक बजार बारे एक परिकल्पना विकास गर्नुहोस्।,40,7,0.0,0.0,0.0,0.6881173253059387,1,1,1,1,none,Yes
